OrderID,OrderDate,OrderYear,OrderMonth,MonthNumber,OrderDayOfWeek,OrderQuarter,Quantity,TotalAmount,CustomerID,CustomerName,Gender,City,Country,EmailDomain,ProductID,ProductName,UnitPrice,Rating,Category
7219,2025-07-07,2025,July,7,Monday,Q3,4,140.08,1934,Janet Bailey,Female,East Jamesbury,Bahamas,hotmail.com,15,Rip it Up and Start Again,35.02,5,Music
7220,2025-12-03,2025,December,12,Wednesday,Q4,1,30.52,1655,Christina Wolf,Female,Hamiltonborough,Eritrea,hotmail.com,23,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,3,Food and Drink
7221,2025-04-18,2025,April,4,Friday,Q2,1,22.6,527,Justin Edwards,Male,Port Alexville,Gibraltar,hotmail.com,9,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,4,Default
7222,2024-05-23,2024,May,5,Thursday,Q2,5,220.9,959,Lori Stanley,Female,Johnside,Moldova,hotmail.com,30,Wall and Piece,44.18,4,Art
7223,2024-11-03,2024,November,11,Sunday,Q4,4,95.52,667,Corey Flowers,Male,Alexville,Mali,gmail.com,17,Olio,23.88,1,Poetry
7224,2023-11-11,2023,November,11,Saturday,Q4,4,75.12,1146,Kristen Lopez,Female,New Jacquelinechester,India,yahoo.com,50,Unicorn Tracks,18.78,3,Fantasy
7225,2026-06-06,2026,June,6,Saturday,Q2,2,36.04,206,Kerry Barajas,Female,South Jonathanport,Anguilla,hotmail.com,37,Maude (1883-1993):She Grew Up with the country,18.02,2,Default
7226,2024-05-30,2024,May,5,Thursday,Q2,1,57.31,1463,Alicia Mueller,Female,North Andreastad,Monaco,yahoo.com,41,Slow States of Collapse: Poems,57.31,3,Poetry
7227,2026-03-04,2026,March,3,Wednesday,Q1,1,51.77,997,Megan Floyd,Female,Annamouth,South Georgia and the South Sandwich Islands,hotmail.com,1,A Light in the Attic,51.77,3,Poetry
7228,2025-05-06,2025,May,5,Tuesday,Q2,1,30.52,247,Jessica Smith,Female,East Ericland,Poland,yahoo.com,23,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,3,Food and Drink
7229,2025-01-27,2025,January,1,Monday,Q1,3,58.89,1485,Anthony Nichols,Male,Williamsland,Tonga,yahoo.com,38,"In a Dark, Dark Wood",19.63,1,Mystery
7230,2024-04-24,2024,April,4,Wednesday,Q2,2,104.3,1002,David Compton,Male,Bethport,Czech Republic,yahoo.com,10,The Black Maria,52.15,1,Poetry
7231,2026-05-20,2026,May,5,Wednesday,Q2,1,54.64,771,Mariah Turner,Female,Andersonton,Ecuador,gmail.com,26,Birdsong: A Story in Pictures,54.64,3,Childrens
7232,2025-01-15,2025,January,1,Wednesday,Q1,1,53.13,1370,Angela Rodriguez,Female,Carsonburgh,Korea,hotmail.com,28,Aladdin and His Wonderful Lamp,53.13,3,Default
7233,2025-05-10,2025,May,5,Saturday,Q2,3,110.67,1354,Brittany Hamilton,Female,Stephanieview,Norfolk Island,hotmail.com,34,The Bear and the Piano,36.89,1,Childrens
7234,2024-08-17,2024,August,8,Saturday,Q3,3,67.8,1738,Antonio Mitchell,Male,Kristinfort,British Indian Ocean Territory (Chagos Archipelago),yahoo.com,9,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,4,Default
7235,2025-12-23,2025,December,12,Tuesday,Q4,2,70.04,1741,Rachel Gomez,Female,West Vanessashire,Bermuda,hotmail.com,15,Rip it Up and Start Again,35.02,5,Music
7236,2025-07-16,2025,July,7,Wednesday,Q3,3,132.54,1984,Steve Reed,Male,Tonyashire,Suriname,gmail.com,30,Wall and Piece,44.18,4,Art
7237,2023-12-25,2023,December,12,Monday,Q4,3,156.45,1770,Aaron Green,Male,Port Davidfurt,Solomon Islands,gmail.com,10,The Black Maria,52.15,1,Poetry
7238,2025-04-25,2025,April,4,Friday,Q2,5,225.85,1812,Robert Jones,Male,Douglasberg,Somalia,hotmail.com,20,It's Only the Himalayas,45.17,2,Travel
7239,2025-03-03,2025,March,3,Monday,Q1,3,153.99,786,Robin Ford,Female,Hutchinsonmouth,Cameroon,yahoo.com,19,Libertarianism for Beginners,51.33,2,Politics
7240,2025-05-26,2025,May,5,Monday,Q2,1,30.52,1185,Christopher Williams,Male,Melissaport,Falkland Islands (Malvinas),hotmail.com,23,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,3,Food and Drink
7241,2024-04-25,2024,April,4,Thursday,Q2,2,67.26,300,John Vaughan,Male,Gregoryhaven,Pitcairn Islands,hotmail.com,40,You can't bury them all: Poems,33.63,2,Poetry
7242,2025-09-16,2025,September,9,Tuesday,Q3,1,35.02,70,Eric Hayes,Male,Cassidyhaven,Canada,gmail.com,15,Rip it Up and Start Again,35.02,5,Music
7243,2025-02-24,2025,February,2,Monday,Q1,2,109.28,115,John Wong,Male,North Jose,Vietnam,yahoo.com,26,Birdsong: A Story in Pictures,54.64,3,Childrens
7244,2024-07-26,2024,July,7,Friday,Q3,2,47.76,173,Kristie Arnold,Female,Port Justinside,Turkmenistan,yahoo.com,17,Olio,23.88,1,Poetry
7245,2025-12-12,2025,December,12,Friday,Q4,3,162.69,1098,Jeffery Bell,Male,Patrickton,Turkey,gmail.com,5,Sapiens: A Brief History of Humankind,54.23,5,History
7246,2025-04-24,2025,April,4,Thursday,Q2,5,89.65,1672,David Sullivan,Male,New Amyborough,Greenland,yahoo.com,8,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,3,Default
7247,2023-12-09,2023,December,12,Saturday,Q4,4,90.4,1202,Steven Sullivan,Male,South Jerryland,Jamaica,gmail.com,9,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,4,Default
7248,2026-04-26,2026,April,4,Sunday,Q2,1,37.59,518,Cory Pittman,Male,Joseburgh,Bermuda,hotmail.com,18,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,1,Science Fiction
7249,2024-03-19,2024,March,3,Tuesday,Q1,4,78.52,471,Kayla Farley,Female,Lake Crystalfurt,Cuba,yahoo.com,38,"In a Dark, Dark Wood",19.63,1,Mystery
7250,2026-01-28,2026,January,1,Wednesday,Q1,1,23.11,199,Priscilla Kent,Female,West Raymond,Guam,hotmail.com,44,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,23.11,5,Nonfiction
7251,2023-10-23,2023,October,10,Monday,Q4,1,45.17,792,Jennifer Bullock,Female,Tammyville,Serbia,gmail.com,20,It's Only the Himalayas,45.17,2,Travel
7252,2026-07-06,2026,July,7,Monday,Q3,4,176.72,484,Sherry Gibbs,Female,West Sara,Faroe Islands,yahoo.com,49,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",44.18,4,Nonfiction
7253,2026-02-23,2026,February,2,Monday,Q1,2,104.58,1888,Kenneth Sparks,Male,Lake Evelynmouth,Christmas Island,yahoo.com,14,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,5,Sequential Art
7254,2025-05-25,2025,May,5,Sunday,Q2,3,150.3,456,James Rose,Male,Carterberg,Cote d'Ivoire,yahoo.com,3,Soumission,50.1,1,Fiction
7255,2026-08-10,2026,August,8,Monday,Q3,3,100.89,66,Donna Wilson,Female,Morsemouth,Morocco,yahoo.com,40,You can't bury them all: Poems,33.63,2,Poetry
7256,2025-09-19,2025,September,9,Friday,Q3,2,35.32,238,Gwendolyn Edwards,Female,Lake Johnathan,Samoa,hotmail.com,31,The Four Agreements: A Practical Guide to Personal Freedom,17.66,5,Spirituality
7257,2024-06-22,2024,June,6,Saturday,Q2,4,133.16,298,Angela Wagner,Female,West Kimberly,Dominica,yahoo.com,36,Penny Maybe,33.29,3,Default
7258,2024-04-10,2024,April,4,Wednesday,Q2,4,95.52,1811,Brian Martinez,Male,Andersonland,Liechtenstein,yahoo.com,17,Olio,23.88,1,Poetry
7259,2024-07-10,2024,July,7,Wednesday,Q3,5,119.4,315,Jason Burgess,Male,Richardston,Tuvalu,yahoo.com,17,Olio,23.88,1,Poetry
7260,2024-09-02,2024,September,9,Monday,Q3,1,51.33,1964,Jeremy Blackburn,Male,Richardmouth,Liechtenstein,gmail.com,19,Libertarianism for Beginners,51.33,2,Politics
7261,2025-10-04,2025,October,10,Saturday,Q4,5,187.95,938,Philip Baird,Male,South Kenneth,Netherlands,hotmail.com,18,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,1,Science Fiction
7262,2023-10-13,2023,October,10,Friday,Q4,1,40.3,1305,Kelly Medina,Male,East Tara,Saudi Arabia,hotmail.com,29,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,40.3,5,Nonfiction
7263,2023-11-15,2023,November,11,Wednesday,Q4,3,71.64,1135,Robert Bullock,Male,Port Kimberly,Congo,yahoo.com,17,Olio,23.88,1,Poetry
7264,2026-03-30,2026,March,3,Monday,Q1,4,140.08,938,Philip Baird,Male,South Kenneth,Netherlands,hotmail.com,15,Rip it Up and Start Again,35.02,5,Music
7265,2023-09-11,2023,September,9,Monday,Q3,3,100.89,182,Shawn White,Male,Stevenville,Latvia,gmail.com,40,You can't bury them all: Poems,33.63,2,Poetry
7266,2025-10-18,2025,October,10,Saturday,Q4,5,286.25,1015,Stanley Brown,Male,Wardside,Denmark,hotmail.com,16,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",57.25,3,Music
7267,2025-05-06,2025,May,5,Tuesday,Q2,3,42.81,377,Nancy Larson,Female,West Patriciachester,Tuvalu,hotmail.com,48,Untitled Collection: Sabbath Poems 2014,14.27,4,Poetry
7268,2026-02-28,2026,February,2,Saturday,Q1,2,39.26,1426,Raven Decker,Female,West Monicahaven,Saint Lucia,yahoo.com,38,"In a Dark, Dark Wood",19.63,1,Mystery
7269,2026-08-05,2026,August,8,Wednesday,Q3,4,90.6,1298,Jonathan Turner,Male,West Christine,Liechtenstein,yahoo.com,6,The Requiem Red,22.65,1,Young Adult
7270,2026-07-06,2026,July,7,Monday,Q3,5,79.7,1213,Richard Evans,Male,Taylorshire,Vanuatu,gmail.com,35,Sophie's World,15.94,5,Philosophy
7271,2025-07-30,2025,July,7,Wednesday,Q3,4,150.36,202,Damon Weaver,Male,Tammyton,American Samoa,yahoo.com,18,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,1,Science Fiction
7272,2024-08-20,2024,August,8,Tuesday,Q3,4,133.16,881,Dana Hernandez,Female,Francesstad,Papua New Guinea,hotmail.com,36,Penny Maybe,33.29,3,Default
7273,2026-04-03,2026,April,4,Friday,Q2,4,180.28,1622,Steven Patterson,Male,Lake Jasminehaven,Belize,yahoo.com,45,Without Borders (Wanderlove #1),45.07,2,New Adult
7274,2024-10-31,2024,October,10,Thursday,Q4,1,17.66,156,Jesse Ford,Male,Palmerport,Eritrea,gmail.com,31,The Four Agreements: A Practical Guide to Personal Freedom,17.66,5,Spirituality
7275,2023-12-01,2023,December,12,Friday,Q4,3,67.95,621,Joseph Martinez,Male,East Chelseaville,Hong Kong,gmail.com,6,The Requiem Red,22.65,1,Young Adult
7276,2023-12-26,2023,December,12,Tuesday,Q4,1,45.17,738,Jennifer Ali,Female,Port Lauren,Burundi,gmail.com,20,It's Only the Himalayas,45.17,2,Travel
7277,2024-07-03,2024,July,7,Wednesday,Q3,3,110.67,1296,Courtney Ramirez,Female,North Kevin,Ireland,gmail.com,34,The Bear and the Piano,36.89,1,Childrens
7278,2025-11-17,2025,November,11,Monday,Q4,3,156.66,1939,Jessica Mcbride,Female,North Sarah,United Kingdom,yahoo.com,39,Behind Closed Doors,52.22,4,Thriller
7279,2025-11-25,2025,November,11,Tuesday,Q4,2,107.48,1077,Maria Lewis,Female,Lewisfort,American Samoa,yahoo.com,2,Tipping the Velvet,53.74,1,Historical Fiction
7280,2024-08-16,2024,August,8,Friday,Q3,2,45.2,467,Renee Byrd,Female,South Ashley,Ethiopia,hotmail.com,9,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,4,Default
7281,2024-12-02,2024,December,12,Monday,Q4,2,114.62,121,Kevin Goodwin,Male,South Jesseland,Guam,hotmail.com,41,Slow States of Collapse: Poems,57.31,3,Poetry
7282,2025-02-10,2025,February,2,Monday,Q1,1,23.82,20,Hannah Hoover,Female,North Natalieview,Christmas Island,gmail.com,33,The Elephant Tree,23.82,5,Thriller
7283,2026-05-25,2026,May,5,Monday,Q2,4,71.72,1682,Rachel Walker,Female,Anthonyburgh,Benin,yahoo.com,8,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,3,Default
7284,2023-11-21,2023,November,11,Tuesday,Q4,5,168.15,1619,Tiffany Lopez,Female,New Johnburgh,South Georgia and the South Sandwich Islands,hotmail.com,40,You can't bury them all: Poems,33.63,2,Poetry
7285,2026-05-07,2026,May,5,Thursday,Q2,2,45.3,1346,Mark Smith,Male,Hensonland,Sri Lanka,gmail.com,6,The Requiem Red,22.65,1,Young Adult
7286,2026-04-04,2026,April,4,Saturday,Q2,5,115.55,1155,Crystal Baxter,Female,West Emilyton,Gambia,hotmail.com,44,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,23.11,5,Nonfiction
7287,2025-02-06,2025,February,2,Thursday,Q1,4,95.28,897,Angela Richards,Female,Tammyshire,Anguilla,hotmail.com,33,The Elephant Tree,23.82,5,Thriller
7288,2025-10-23,2025,October,10,Thursday,Q4,2,108.46,1706,Brittany Green,Female,Conniehaven,Bhutan,gmail.com,5,Sapiens: A Brief History of Humankind,54.23,5,History
7289,2023-10-13,2023,October,10,Friday,Q4,4,134.52,1858,Jennifer Mclean,Female,New Christopher,Bolivia,yahoo.com,40,You can't bury them all: Poems,33.63,2,Poetry
7290,2026-04-10,2026,April,4,Friday,Q2,4,218.56,168,Joshua Villanueva,Male,Donnaport,Dominica,gmail.com,26,Birdsong: A Story in Pictures,54.64,3,Childrens
7291,2025-02-09,2025,February,2,Sunday,Q1,4,122.08,1282,Monica Reynolds,Female,Richardtown,Eritrea,yahoo.com,23,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,3,Food and Drink
7292,2025-06-03,2025,June,6,Tuesday,Q2,4,161.2,939,Rachel Davis,Female,Williamland,Korea,hotmail.com,29,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,40.3,5,Nonfiction
7293,2023-12-09,2023,December,12,Saturday,Q4,5,79.7,400,Tyler Flores,Male,Lake Glennside,Ukraine,hotmail.com,35,Sophie's World,15.94,5,Philosophy
7294,2025-08-16,2025,August,8,Saturday,Q3,5,172.65,145,Lindsay Griffith,Female,Littleland,Marshall Islands,yahoo.com,25,Black Dust,34.53,5,Romance
7295,2025-08-24,2025,August,8,Sunday,Q3,1,17.93,1086,Cameron Ford,Male,New Danielton,Liechtenstein,gmail.com,8,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,3,Default
7296,2024-05-22,2024,May,5,Wednesday,Q2,5,155.25,1835,Melanie Roy,Female,Hughesmouth,Ireland,gmail.com,32,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,31.05,3,Nonfiction
7297,2024-04-20,2024,April,4,Saturday,Q2,1,17.66,1376,Andrew Baker,Male,North Amandamouth,Qatar,yahoo.com,31,The Four Agreements: A Practical Guide to Personal Freedom,17.66,5,Spirituality
7298,2025-07-04,2025,July,7,Friday,Q3,4,180.28,526,Richard Johnston,Male,Joshuastad,Iran,gmail.com,45,Without Borders (Wanderlove #1),45.07,2,New Adult
7299,2026-08-07,2026,August,8,Friday,Q3,3,120.9,1597,William Hobbs,Male,Linchester,Niger,gmail.com,29,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,40.3,5,Nonfiction
7300,2026-08-28,2026,August,8,Friday,Q3,5,93.9,1017,John Burton,Male,Lake Michael,Portugal,yahoo.com,50,Unicorn Tracks,18.78,3,Fantasy
7301,2024-04-05,2024,April,4,Friday,Q2,2,100.54,1968,David Alexander,Male,East Danielhaven,Ghana,hotmail.com,47,"We Love You, Charlie Freeman",50.27,5,Fiction
7302,2024-08-16,2024,August,8,Friday,Q3,4,133.16,1215,John Willis,Male,Alexisport,Nepal,gmail.com,36,Penny Maybe,33.29,3,Default
7303,2025-08-11,2025,August,8,Monday,Q3,4,122.08,456,James Rose,Male,Carterberg,Cote d'Ivoire,yahoo.com,23,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,3,Food and Drink
7304,2025-12-04,2025,December,12,Thursday,Q4,2,46.22,1715,Jonathan Downs,Male,East Tracy,Taiwan,yahoo.com,44,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,23.11,5,Nonfiction
7305,2026-03-24,2026,March,3,Tuesday,Q1,5,258.85,1324,Christopher Martinez,Male,Lake Stephenbury,Moldova,hotmail.com,1,A Light in the Attic,51.77,3,Poetry
7306,2025-01-12,2025,January,1,Sunday,Q1,4,176.72,576,Stephanie Walter,Female,North David,Tonga,gmail.com,49,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",44.18,4,Nonfiction
7307,2026-09-07,2026,September,9,Monday,Q3,4,82.64,1972,Ariel Gonzalez,Female,South Davidport,Monaco,gmail.com,12,Shakespeare's Sonnets,20.66,4,Poetry
7308,2025-07-24,2025,July,7,Thursday,Q3,4,101.08,906,Rachel Henderson,Female,Whiteton,Turks and Caicos Islands,yahoo.com,24,Chase Me (Paris Nights #2),25.27,5,Romance
7309,2024-11-10,2024,November,11,Sunday,Q4,3,54.06,277,Chad Neal,Male,Jordanshire,Nigeria,yahoo.com,37,Maude (1883-1993):She Grew Up with the country,18.02,2,Default
7310,2025-12-13,2025,December,12,Saturday,Q4,5,90.1,1595,Michael York,Male,Morseside,Tonga,gmail.com,37,Maude (1883-1993):She Grew Up with the country,18.02,2,Default
7311,2023-10-30,2023,October,10,Monday,Q4,1,18.78,176,Sean Nicholson,Male,Port Brian,Antigua and Barbuda,hotmail.com,50,Unicorn Tracks,18.78,3,Fantasy
7312,2026-07-05,2026,July,7,Sunday,Q3,5,69.95,1145,Heidi Bradshaw,Female,Jacksonport,Kiribati,hotmail.com,11,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2,Default
7313,2025-12-31,2025,December,12,Wednesday,Q4,4,209.16,1962,Tyler Sherman,Male,Johnsonhaven,Lithuania,gmail.com,14,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,5,Sequential Art
7314,2023-11-17,2023,November,11,Friday,Q4,2,103.54,846,Angela Barnett,Female,Ayalahaven,Congo,hotmail.com,1,A Light in the Attic,51.77,3,Poetry
7315,2024-06-10,2024,June,6,Monday,Q2,4,90.6,128,Dana Hopkins,Female,Lake Elizabeth,Chad,hotmail.com,6,The Requiem Red,22.65,1,Young Adult
7316,2026-02-22,2026,February,2,Sunday,Q1,2,95.64,293,Sarah Ward,Female,East Dawnchester,Tokelau,yahoo.com,4,Sharp Objects,47.82,4,Mystery
7317,2025-04-12,2025,April,4,Saturday,Q2,3,110.67,1489,Kyle Beltran,Male,New Sarabury,Puerto Rico,yahoo.com,34,The Bear and the Piano,36.89,1,Childrens
7318,2025-11-29,2025,November,11,Saturday,Q4,5,273.2,1386,Tracy Frost,Male,Sandovalport,Algeria,yahoo.com,26,Birdsong: A Story in Pictures,54.64,3,Childrens
7319,2026-02-22,2026,February,2,Sunday,Q1,1,36.89,1949,Linda Miller,Female,New Rogerbury,Azerbaijan,gmail.com,34,The Bear and the Piano,36.89,1,Childrens
7320,2024-12-07,2024,December,12,Saturday,Q4,4,51.36,1726,Katherine Jones,Female,Williamborough,Sri Lanka,gmail.com,21,In Her Wake,12.84,1,Thriller
7321,2026-03-24,2026,March,3,Tuesday,Q1,5,119.1,1096,Tiffany Arnold,Female,Wilsonton,Bahamas,yahoo.com,33,The Elephant Tree,23.82,5,Thriller
7322,2023-11-30,2023,November,11,Thursday,Q4,2,109.28,1765,Miranda Walker,Female,Davidview,Djibouti,yahoo.com,26,Birdsong: A Story in Pictures,54.64,3,Childrens
7323,2026-04-07,2026,April,4,Tuesday,Q2,5,187.95,806,John Farmer,Male,South Jeffrey,United Kingdom,gmail.com,18,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,1,Science Fiction
7324,2024-09-06,2024,September,9,Friday,Q3,5,166.7,1155,Crystal Baxter,Female,West Emilyton,Gambia,hotmail.com,7,The Dirty Little Secrets of Getting Your Dream Job,33.34,4,Business
7325,2024-05-22,2024,May,5,Wednesday,Q2,3,67.95,1674,Natalie Miller,Female,Lake Annaton,Armenia,gmail.com,6,The Requiem Red,22.65,1,Young Adult
7326,2024-07-04,2024,July,7,Thursday,Q3,4,200.4,435,Brandi Thompson,Female,West Joelchester,Saudi Arabia,hotmail.com,3,Soumission,50.1,1,Fiction
7327,2026-05-27,2026,May,5,Wednesday,Q2,1,18.02,417,Mike Simpson,Male,Ronaldfurt,Montserrat,yahoo.com,37,Maude (1883-1993):She Grew Up with the country,18.02,2,Default
7328,2025-04-08,2025,April,4,Tuesday,Q2,5,113.0,1797,Robin Wells,Female,North Bernard,Pakistan,gmail.com,9,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,4,Default
7329,2025-07-31,2025,July,7,Thursday,Q3,1,44.18,179,Courtney Franklin,Female,New Yvonnestad,Monaco,yahoo.com,30,Wall and Piece,44.18,4,Art
7330,2025-07-31,2025,July,7,Thursday,Q3,3,52.98,1786,Elizabeth Wood,Female,Port Jerryview,South Africa,gmail.com,31,The Four Agreements: A Practical Guide to Personal Freedom,17.66,5,Spirituality
7331,2025-05-04,2025,May,5,Sunday,Q2,2,107.48,1515,John Collins,Male,Ericport,Niger,gmail.com,2,Tipping the Velvet,53.74,1,Historical Fiction
7332,2025-07-06,2025,July,7,Sunday,Q3,4,134.52,251,Joseph Jones,Male,Brandonbury,New Caledonia,gmail.com,40,You can't bury them all: Poems,33.63,2,Poetry
7333,2024-08-09,2024,August,8,Friday,Q3,5,152.6,431,Miguel Stafford,Male,Wangbury,Holy See (Vatican City State),hotmail.com,23,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,3,Food and Drink
7334,2026-03-21,2026,March,3,Saturday,Q1,4,75.12,172,Kathryn Lester,Female,Luisland,Benin,hotmail.com,50,Unicorn Tracks,18.78,3,Fantasy
7335,2026-08-25,2026,August,8,Tuesday,Q3,1,54.64,1153,Dustin Robinson,Male,Hudsontown,Chad,yahoo.com,26,Birdsong: A Story in Pictures,54.64,3,Childrens
7336,2026-06-05,2026,June,6,Friday,Q2,3,91.56,1146,Kristen Lopez,Female,New Jacquelinechester,India,yahoo.com,23,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,3,Food and Drink
7337,2023-10-14,2023,October,10,Saturday,Q4,3,150.81,1659,Laura Cruz,Female,Robertsmouth,Costa Rica,gmail.com,47,"We Love You, Charlie Freeman",50.27,5,Fiction
7338,2026-05-24,2026,May,5,Sunday,Q2,1,53.13,1069,Chelsea Castro,Female,West Cynthiaview,Korea,gmail.com,28,Aladdin and His Wonderful Lamp,53.13,3,Default
7339,2026-01-18,2026,January,1,Sunday,Q1,4,161.2,192,Derrick Quinn,Male,Pruittfort,Spain,yahoo.com,29,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,40.3,5,Nonfiction
7340,2026-08-29,2026,August,8,Saturday,Q3,3,71.46,1887,Timothy Weiss,Male,West Kristin,Japan,hotmail.com,33,The Elephant Tree,23.82,5,Thriller
7341,2025-08-13,2025,August,8,Wednesday,Q3,1,52.15,1152,Larry White,Male,West Heidi,Armenia,gmail.com,10,The Black Maria,52.15,1,Poetry
7342,2025-09-30,2025,September,9,Tuesday,Q3,3,156.45,388,Kelli Lee,Female,Ericafurt,Namibia,yahoo.com,10,The Black Maria,52.15,1,Poetry
7343,2024-07-06,2024,July,7,Saturday,Q3,2,62.1,681,Joshua Leonard,Male,Port Tiffanyland,Marshall Islands,yahoo.com,32,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,31.05,3,Nonfiction
7344,2025-03-29,2025,March,3,Saturday,Q1,2,107.48,1330,Jennifer Poole,Female,West Keith,Macao,gmail.com,2,Tipping the Velvet,53.74,1,Historical Fiction
7345,2025-12-28,2025,December,12,Sunday,Q4,4,133.16,173,Kristie Arnold,Female,Port Justinside,Turkmenistan,yahoo.com,36,Penny Maybe,33.29,3,Default
7346,2026-09-07,2026,September,9,Monday,Q3,3,155.31,1329,Lauren Wolf,Female,West Benjaminville,Aruba,gmail.com,1,A Light in the Attic,51.77,3,Poetry
7347,2024-08-03,2024,August,8,Saturday,Q3,4,216.92,1276,Ariana Mccall,Female,Saratown,Burkina Faso,yahoo.com,5,Sapiens: A Brief History of Humankind,54.23,5,History
7348,2024-09-16,2024,September,9,Monday,Q3,1,36.89,1386,Tracy Frost,Male,Sandovalport,Algeria,yahoo.com,34,The Bear and the Piano,36.89,1,Childrens
7349,2024-12-23,2024,December,12,Monday,Q4,1,53.74,122,Randy Friedman,Male,Lake Charles,Ethiopia,yahoo.com,2,Tipping the Velvet,53.74,1,Historical Fiction
7350,2024-10-17,2024,October,10,Thursday,Q4,5,93.9,1702,Erica Hawkins,Female,Ruizfort,Equatorial Guinea,yahoo.com,50,Unicorn Tracks,18.78,3,Fantasy
7351,2025-07-05,2025,July,7,Saturday,Q3,1,22.65,2000,Melissa Ruiz,Female,South Kelly,Fiji,yahoo.com,6,The Requiem Red,22.65,1,Young Adult
7352,2024-08-22,2024,August,8,Thursday,Q3,3,103.59,737,Mary Watson,Female,Dylanfort,Peru,hotmail.com,25,Black Dust,34.53,5,Romance
7353,2026-08-23,2026,August,8,Sunday,Q3,3,93.15,1079,Amanda Morgan,Female,Daviston,Palau,yahoo.com,32,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,31.05,3,Nonfiction
7354,2024-08-20,2024,August,8,Tuesday,Q3,4,71.72,864,Lisa Parks,Female,Alexismouth,Saudi Arabia,gmail.com,8,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,3,Default
7355,2025-03-29,2025,March,3,Saturday,Q1,1,53.13,769,Rebecca Byrd,Female,Jacksonfort,Brunei Darussalam,yahoo.com,28,Aladdin and His Wonderful Lamp,53.13,3,Default
7356,2025-01-22,2025,January,1,Wednesday,Q1,1,14.27,1985,Tiffany Ward,Female,Carterborough,French Southern Territories,gmail.com,48,Untitled Collection: Sabbath Poems 2014,14.27,4,Poetry
7357,2024-06-13,2024,June,6,Thursday,Q2,3,132.54,1627,Jordan Potter,Female,West Kayleemouth,Tanzania,gmail.com,49,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",44.18,4,Nonfiction
